zmid,zlow,zhigh,slice_fraction,nbar_file,Nbin_file,Vol_bin_file,source_file,file_area_deg2
1.1099838456682989,1.1,1.12,0.04650673551706136,0.00018487906448013105,63919.140074171344,345734874.05893236,"ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5924.0
1.130009103235642,1.12,1.14,0.04672147548210025,0.0001832261417422401,64214.279987825525,350464619.17077994,"ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5924.0
1.1499837271572697,1.14,1.16,0.04717600121630898,0.0001826112995813471,64838.982920619965,355065557.6586399,"ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5924.0
1.1699790751383878,1.16,1.1800000000000002,0.04743659508118246,0.00018133530713375536,65197.14471301683,359539163.90329075,"ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5924.0
1.190005576003822,1.1800000000000002,1.2000000000000002,0.04719444887553105,0.0001782540627289985,64864.33749562391,363887007.69327116,"ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5924.0
1.2099887219699794,1.2000000000000002,1.22,0.0469324136326946,0.00017523040501911296,64504.194664590585,368110743.4383599,"ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5924.0
1.2300498116440892,1.22,1.24,0.0457308283590151,0.00016886266875754143,62852.72855832722,372212100.05020845,"ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5924.0
1.2500067372753725,1.24,1.26,0.045851708859579746,0.00016751744240875845,63018.867453304985,376192870.110403,"ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5924.0
1.2699274719446263,1.26,1.28,0.04470331569357788,0.00016166219308885212,61440.50890326301,380054901.7016881,"ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5924.0
1.2899973778003766,1.28,1.3,0.04419338257797672,0.00015825857080552322,60739.65372858382,383800090.0641522,"ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5924.0
1.3099471979005322,1.3,1.32,0.0432404144436657,0.00015339501823564793,59429.888530359975,387430369.0818877,"ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5924.0
1.3300818336846456,1.32,1.34,0.04385231454749664,0.0001541661120127623,60270.88775366218,390947705.47675735,"ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5924.0
1.3499456026594108,1.34,1.36,0.04340636881596602,0.00015128022897563232,59657.97722871838,394354091.2958816,"ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5924.0
1.3699484990865856,1.36,1.38,0.04271763043367664,0.00014764527576605223,58711.37100829548,397651538.14555615,"ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5924.0
1.3899842958407578,1.38,1.4,0.041701912402205846,0.00014298739059428293,57315.36196987081,400842072.3789504,"ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5924.0
1.4099897440719382,1.4,1.42,0.04076969657061999,0.00013872312991707132,56034.11886269472,403927729.25605065,"ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5924.0
1.4299517725918758,1.42,1.44,0.040807716216676095,0.00013783465054363798,56086.373295408855,406910548.7930417,"ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5924.0
1.4499017068015811,1.44,1.46,0.039723670864982866,0.0001332294885881126,54596.454772613084,409792571.83371377,"ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5924.0
1.4699697629254258,1.46,1.48,0.03865617348212311,0.00012877457980883163,53129.279878800284,412575835.6786854,"ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5924.0
1.489354083750552,1.48,1.5,0.03445349630408693,0.00011403174976874264,47353.09481135198,415262371.2903157,"ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5924.0
1.509844860807417,1.5,1.52,0.02810904370032685,9.245626966025459e-05,38633.24057593894,417854199.8060595,"ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5924.0
1.5295813396993565,1.52,1.54,0.02547435236986079,8.32920838528165e-05,35012.10479137106,420353329.77429324,"ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5924.0
1.5500179379561771,1.54,1.56,0.025293967934153963,8.223114536698518e-05,34764.1833261262,422761754.94064814,"ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5924.0
1.5700943835137553,1.56,1.58,0.025721365581751685,8.316429974574331e-05,35351.60125173286,425081451.5340436,"ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5924.0
1.589782003496662,1.58,1.6,0.023624971037378744,7.598692113510503e-05,32470.303843030768,427314376.7109401,"ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5924.0
