zmid,zlow,zhigh,slice_fraction,nbar_file,Nbin_file,Vol_bin_file,source_file,file_area_deg2
0.8100251164269204,0.8,0.8200000000000001,0.0879864464897133,0.0010169986802251675,255018.2260617395,250755709.93393764,"LRG+ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5740.0
0.8300303120954299,0.8200000000000001,0.8400000000000001,0.08768209936258825,0.0009878044296561823,254136.1121957648,257273711.84620023,"LRG+ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5740.0
0.8500081603257718,0.8400000000000001,0.8600000000000001,0.0875932830224412,0.0009628755045698043,253878.688621871,263667200.3981444,"LRG+ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5740.0
0.8699771388479753,0.8600000000000001,0.88,0.08484989709874056,0.0009110639878620497,245927.3115680577,269934181.18211824,"LRG+ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5740.0
0.8899569705262264,0.88,0.9,0.08188342853733589,0.0008596614428693529,237329.3560831094,276073049.51465356,"LRG+ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5740.0
0.9099739904340932,0.9,0.92,0.07811857514549822,0.0008026635042276023,226417.37734464294,282082561.56173795,"LRG+ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5740.0
0.9299454545764012,0.92,0.94,0.07436429880890523,0.0007484883417859268,215536.05493988548,287961806.3597447,"LRG+ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5740.0
0.9499568418501002,0.94,0.96,0.0696962111033234,0.0006877737744841254,202006.15921989785,293710180.1699483,"LRG+ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5740.0
0.969959185923956,0.96,0.98,0.06319133049176119,0.0006118803753018533,183152.5382306931,299327361.398607,"LRG+ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5740.0
0.9900067929670724,0.98,1.0,0.057534352696014,0.0005470774060319603,166756.46247247097,304813287.176274,"LRG+ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5740.0
1.0099572468433196,1.0,1.02,0.05411380751892214,0.000505669036481497,156842.42004858484,310168131.19488657,"LRG+ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5740.0
1.029822113030413,1.02,1.04,0.048945491495221045,0.00044979753547852333,141862.67218202213,315392284.2887513,"LRG+ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5740.0
1.0500776766062394,1.04,1.06,0.04484233782579645,0.00040554044504470424,129970.17041860892,320486333.7472587,"LRG+ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5740.0
1.0699572438403613,1.06,1.08,0.04112312258319452,0.0003662316345267301,119190.4684150621,325451045.6724698,"LRG+ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5740.0
1.0899297301934152,1.08,1.1,0.03807531782054466,0.0003341235146333271,110356.76964710063,330287348.2825896,"LRG+ELG_LOPnotqso_{NGC,SGC}_clustering.dat.fits",5740.0
